Date,Comment,Like,Dislike
"Apr 28, 2020",how you gonna flat out give shitty customer service and then be surprised when you get fired 🤦‍♀️,77,2
"May 05, 2020","*creepy stranger shows up* HISSSSSSSSSSSSS *edit* Thank you for top comment! Make sure to like the episode and support the artist, her Instagram has more super cute art!",94412,457
"May 05, 2020",DATE! 1ST DATE ALARM! RULE 3 BEGONE!,77707,329
"May 05, 2020","""... Does Zay find mine cute?"" LOL 😍💕",75533,252
"May 05, 2020",Is this dude gonna pull some corny ish like ‘cause her beauty is outta this world.’,3589,3
"May 05, 2020","""CAUSE SHE'S TOO HOT TO BE HUMAN!!"" Bye simp",2458,5
"May 05, 2020",Please just be a cosplayer fan please be a cosplayer fan please be a cosplayer fan,1810,2
"May 05, 2020","“When I see female earthlings it reminds me of how strange I look”... same girl, same 👌",1464,4
"May 05, 2020",Quick Zay use the force to mind control him!!!  May the 4th be with you!!!,715,3
"May 05, 2020",We just gonna forget about rule 3 now?,544,1
"May 05, 2020","Listen, I love Kade just as much as Hades from Lore Olympus. But you had it coming! I’m sorry, love ya, but not the best employee",506,7
"May 05, 2020",CUZ SHES OUTTA THIS WORLD,423,1
"May 05, 2020",shes a cosplayer 😳✊🏽✊🏽,375,3
"May 05, 2020","Hes asking about cosplay, HAS TO BE",322,1
"May 05, 2020",CODE RED CODE RED,284,0
"May 05, 2020","Also, can we just take a minute to appreciate the character developments of Kade and Zay? You're doing AMAZING with this Webtoon Pookie Senpai!!!",264,0
"May 05, 2020",Zays hips are a lethal weapon,247,2
"May 05, 2020","he's gonna drop a pick-up line, I can feel it.. ""cause she's 'out of this world' """,191,0
"May 06, 2020",I need to forget about this app and come back in a year when it’s all free :-( the suspense is killing me AND my wallet.,136,2
"May 05, 2020",Who does he think he is the government,118,0
"May 05, 2020",Wow stranger danger WHILE rule #3 being was stomped on....,110,0
"Jun 09, 2020","Hi! The first week of hiatus was me trying to move into a new place as quickly as I could and while I got lots done I underestimated how tough it would be. I was super unprepared and even now I'm still adjusting. Some things went wrong trying to finish the next episode so I need another week to fix this mess. No worries, I will be back. 💕 I'm really glad everyone is enjoying it so much you wanna read more.✨",80,0
"May 05, 2020","*insert tik tok sound* Aww shit... what the hell we gon do, now.😳",75,0
"May 09, 2020",Whoever dares ruin my ship will suffer the wrath of a crazy lonely manga reading 15 year old,62,0
"May 12, 2020","YES KADE, PROTECT YOUR ALIEN BAE 😍😆😆",104164,492
"May 12, 2020",Don’t let this distract you from the fact that Zaida never got her pancakes 🥞,97035,233
"May 12, 2020",any one else want to kill him (for a second) after the comment on the ears and Zays face Edit: in () I missed that little bit,60715,758
"May 12, 2020",The fact that kade got so angry at the guy for making the alien bebe insecure is priceless 😤,2327,8
"May 12, 2020",Aww. She probably wanted the hoodie to cover her ears :(,1604,1
"May 12, 2020",Wait they get to go to arcade and not worry about COVID-19,1290,26
"May 12, 2020",Code Photo booth I repeat photo booth we all knwo wut happens in a PHOTO BOOTH.... kiss ppl kiss in them... at least they do in anime’s n comics :3,903,2
"Jun 16, 2020","why is everyone hating on Ethan, I think he's a smol bean who just thought she was Cosplaying. He didn't mean any harm. It's probably a normal reaction to think that.",868,17
"May 12, 2020","is this ""being ditched ""? 🦋",744,1
"May 26, 2020",“am i being ditched?” me everyday at school,641,0
"May 12, 2020",I genuinely felt uncomfortable and bad for zay,375,1
"May 12, 2020",He protecc  He attacc  But most importantly  He got Zay’s bacc,347,1
"May 12, 2020",When Ethan made fun of Zaida and Kade got up hella quick to defend like a bf it’s a sign rule3 out the window for sure 😂💀,275,2
"May 12, 2020","Sooooo I’m curious, I wanna know who this guy is, he seems cool. Wow, congratulations me, I just stated the obvious",218,3
"Jun 16, 2020",Does anyone remember rule #3? Cuz' apparently Kade doesn't... Not that I'm complaining tho😉,169,0
"May 12, 2020",Me: Ima save my coins for a long time.  This Comic: Im about to ruin this man’s whole career.,103,3
"May 12, 2020",10 bux says they went into a photo booth,99,0
"May 12, 2020",if anything happens to my alien baby hell's going to break lose,71,1
"May 26, 2020","I spent my five free coins I got, I'm happy I did",60,1
"May 12, 2020",I can relate to this kid,51,0
"Jun 16, 2020",Me actually being born with elf like ears: yes b*tch it is normal,42,1
"Jun 16, 2020",His name just HAD to be Ethan. It just HAD to be my name. Now I feel like I’m in the story being the weirdo asking who the alien is😑welp. Sorry Zaida. Ik your secret but I won’t tell,44,3
"Jun 16, 2020",KISS IN THE BOOTH KISS IN THE BOOTH,40,2
"May 19, 2020",Rule 3 just making a fool of itself right now (edit UHH wow I know I’m way late on this and it’s almost midnight but thank you so much for top comment I didn’t think this was even possible and kade come on rule 3 is dead it’s gone but you have a way to cope and she even floats,108808,436
"May 19, 2020",BOW CHICKA WOW WOW,105634,416
"May 19, 2020",I CAME HERE AT THE SPEED OF ‘PURCHASED’,72049,501
"May 19, 2020",*Slowly closes the curtain* I’ll come back another time...,5365,7
"May 19, 2020",I felt the second hand embarrassment,3809,5
"May 19, 2020",This chapter: exists  Rule 3: am I a joke to u?,2682,9
"May 19, 2020",c'mon Kade kiss the damn girl. please....,2126,15
"May 19, 2020",Is it just me or is this a classic misunderstanding that happens in almost all romance anime’s- harem god 😌🥺,1589,9
"May 19, 2020",*Gently puts the curtain back without entering*,1576,3
"May 19, 2020",Kades just living his best life,1247,2
"May 19, 2020",Well shit just went from 0 to 100 real fuckin quick,1241,6
"May 19, 2020","My mans was like, ""if yall wanted to fuck... you coulda told that yall had other plans...""",1143,4
"May 19, 2020",F in the chat for the nerd,830,6
"May 19, 2020","Remember guys, Rule 3 is just a fictional character. Obviously.",813,5
"May 19, 2020","can we talk about how good Kade is for her???? he like, tries so hard to try and make sure she will be ok, and the way he was like, u need to be confident made my heart actually melt 🥰🥰🥰",665,3
"May 19, 2020",Y’all he just ruined the moment they were having😭,472,4
"May 21, 2020",Kade gonna have the nosebleed to end all nosebleeds 😂,461,1
"May 19, 2020",HE NEEDS SOME MILK,386,7
"May 19, 2020",IK I AM NOT THE ONLY ONE SCREAMING RN EEEEEEEEEEK YESS,279,3
"May 19, 2020",Dude rule 3 just DOES NOT exist anymore lmao,275,2
"May 19, 2020",Here lies rule 3 .    He had a short life and that is about it.,229,2
"Jun 07, 2020",DAMN Kade already taking off her clothes... 😏 edit: thank you so much! I know this isn't top comment but I've literally never gotten this many likes before thank you! 😅,203,4
"May 19, 2020",rule 3 said ight imma head out,174,1
"May 26, 2020",Kade really said 😐🔪,144087,194
"May 26, 2020",Y’all see how he protected zadia rule 3 never heard of it,101736,378
"May 26, 2020",Biggest problem we gotta wait two weeks for the next episode,69041,298
"May 26, 2020",Nah bro she was just born in 1686 before gravity was discovered,3858,5
"May 26, 2020","First of all RIP ALIEN BELIEVER’S BROTHER😞. But more importantly, can we trust you not to say sh!t? Also the way Kade went into full bodyguard mode was 👌",2086,6
"May 26, 2020","I feel for this guy.  Really.  He's chased the crazy dream of aliens his whole life, through happiness and tragedy.  Can anyone blame him for taking the chance when he saw it?",1637,7
"May 26, 2020","here's the thing. I don't think Ethan is a bad kid. It doesn't feel like he's blackmailing them or anything, since he could have brought the picture up in the cafe. Of course, I could be proven wrong on the next update. But to me, it doesn't feel like he has any malicious intent. He's a kid that spent years obsessing over space with his now deceased brother, now confronted with the possibility that he's witnessed an alien. I really want him to have the closer.",1211,2
"May 26, 2020",The way Kade steps in front of her is so cute,811,2
"May 26, 2020",nah she just floats sometimes,748,0
"May 26, 2020","i don't think zay should be the one afraid, kade bout to murder this dude",496,1
"May 26, 2020",KADE IS SO PROTECTIVE OF HER 🥺 I love how much they’ve grown together since the start of the series,409,1
"May 26, 2020","Nah fam, she do magic",384,0
"May 26, 2020",Okay is it just me or was it the cutest thing when Kade pulled his hoodie strings and was all embarrassed,324,1
"Jun 09, 2020",Ethan in the next ep. 🕺🕺⚰🕺🕺,293,2
"May 27, 2020",PLOT TWIST HES ANOTHER ALIEN WHO ACTUALLY JUST WANTS ALIEN FRIENDS,255,0
"May 26, 2020",THEY’VE BEEN FOUND OUT CODE RED CODE RED 🚨,172,0
"Jun 30, 2020","tbh i kinda like the alien obbsessed dude , he didnt even take some crazy risk and show everyone , but he actually took the footage out. i kinda trust him already even if its only been like three chapters",155,1
"May 26, 2020",He kinda acts entitled to the truth when it doesn’t really concern him..,150,26
"May 26, 2020",WE'VE GOT A CODE RED I REPEAT A CODE RED🚨🚨,104,0
"May 26, 2020","Nah you're seeing things, she can just jump really high without looking like it. It's a special talent",97,0
"May 26, 2020",Goddamn it! You mean Ethan is part of the plot? 😫,75,6
"Jun 30, 2020",“Is she an alien” I’d deadass be like “uh no?? Just a camera glitch or something lmao”,65,0
"May 26, 2020",ight let's kill him,73,11
"Jun 16, 2020","I’m absolutely living for how protective/jealous Kade is getting. NO ROMANCE, MY ARSE!  Edit: Thanks for top comment, this is my favorite Webtoon :-) also I used the word “arse” bc I thought Webtoons would censor the word “ass” lmao leave me aloooone! xD",111621,373
"Jun 16, 2020","Kade thinking about making an amendment to that ""No Feelings"" Rule.",85671,188
"Jun 16, 2020",Is it just me or kade seems mad jealous😂,83593,191
"Jun 16, 2020","I died when Ethan said ""So is sex the same?"" imma officially die of laughter🤣🤣🤣",4567,15
"Jun 16, 2020",my guy seriously just had the audacity to say somthing so controversial then just leave them to suffer the awkward pain,2946,6
"Jun 16, 2020","Anybody else like screaming at their phone like, “PLEASE JUST DATE.“",1991,7
"Jun 16, 2020",BUT CAN YOU IMAGINE HOW CUTE THEIR BABIES WOULD BE?!?!?!?! 😍😍,1864,14
"Jun 16, 2020","I love how Kade is getting flustered about the lack of a romantic relationship! Don't worry buddy, I think it's coming!",1218,5
"Jun 16, 2020",Kade rlly said 🔪😐 also rule three huh I didn't see it?,934,5
"Jul 07, 2020",Who else noticed that Zaida was wearing a Melanie Martinez Shirt?!?!?🤩🤩🤩,887,4
"Jun 16, 2020",Everytime she talks I can't stop hearing Starfire's voice.,782,8
"Jun 16, 2020",So happy to see how much she cherishes the memories of them,583,0
"Jun 16, 2020",Ethan was here asking some legitimate questions. Just hope he can keep his mouth shut for my girl Zadia.,575,1
"Jun 16, 2020","I think Kade might hook him up with a job at mallmart.  And I think they could end up building a,,, friendship of some kind.  The more he inquires about Zay,  the more Kade would get to know about her.  I like the idea of exploring their relationship and character development through another person's perspective",391,5
"Jun 16, 2020",Whenever she wants to know something abt him she can just grab him and put his forehead to hers ☺️,284,0
"Jun 16, 2020","Haha I’m gonna steal that, “your face is as red as pizza sauce”!!! 😂😂 Zay’s so cute and innocent",278,0
"Jun 16, 2020",is he gonna keep coming  back until  zaida and kade fall in love?????👁👄👁,212,1
"Jun 18, 2020",inhales sO WhAt WErE U tALKing AboUt kADe,191,0
"Jun 16, 2020",Ok so when are we getting the much needed backstory on Zadia,175,1
"Jun 17, 2020",what if zaida is the princesse of zodia and she ran away beacaus she didn't want to marry someone ?,160,0
"Jul 07, 2020",So are we just gonna ignore the fact that Zay put the middle finger up cause Kade did it 😂,155,0
"Jun 17, 2020",He wasn’t calling you fat. Me: He was calling you THICC,137,1
"Jun 18, 2020",Hey we all see that Melanie Martinez shirt 😂😂,119,1
"Jun 23, 2020",Rule three??? Never heard of her,98461,350
"Jun 23, 2020",...this is what we get for reminding the author of rule 3 :(,89193,195
"Jun 23, 2020",*whispers* it’s about to be a...girl fight.,79875,453
"Jun 23, 2020",Im not gonna lie I started to choke up when she was looking at their photos and thinking of Rule 3. DONT WORRY BABY ILL MAKE SURE THE SHIP STILL SAILS,2514,6
"Jun 23, 2020","dude, you don't dump your drink on someone and expect them to want to talk to you a few days later. MUCH LESS SHOW UP UNINVITED TO THEIR HOME.",1831,2
"Jun 23, 2020","Sorry Ellie, this is the ship police. I'm gonna have to arrest you for trespassing on it 😤😤😤✋✋",1349,8
"Jun 23, 2020",girl he said he wasn’t home🤡,1156,2
"Jun 23, 2020",DID HE JUST FKING REJECT HER,673,0
"Jun 23, 2020",Rule Four: The exception to rule three is now null and void,616,0
"Jun 23, 2020","Everyone who’s wonderin who is the blonde girl, shes the girl that dumped kade from episode 1",519,1
"Jul 14, 2020",peeping Melanie Martinez in the first frame 👀 CRYBABIES ARISE!,385,2
"Jun 23, 2020","I feel like Ellie is going to think that they are dating and expose how Kade never enters a serious relationship. Bringing up more problems, drama, and probably a backstory",357,0
"Jun 23, 2020",patiently waiting for them to end up together....and for zay to get her pancakes,308,1
"Jun 23, 2020",Ellie you piece of shit go away,280,19
"Jun 23, 2020",Woman why the hell you even here. You broke it off and poured a drink on him. Leave LOL,247,0
"Jun 23, 2020","Yooo Kade, get over yourself, not explaining to Zay about sex could potentially endanger her in the future you douche! Awkward but you gotta to do it soz!",152,0
"Jun 23, 2020",BEGONE THOT!!! ONLY ZAYDAS ARE ALLOWED!,133,6
"Jun 23, 2020",Welp I don’t think I can physically wait  for the next episode any longer so time to hibernate until a week from today,109,0
"Jun 23, 2020",𝔽𝕀𝔾ℍ𝕋 𝔽𝕆ℝ 𝕐𝕆𝕌ℝ 𝕄𝔸ℕ.    (ง'̀-'́)ง,99,1
"Jun 23, 2020",oop... I hope Ellie doesn't get too mad,90,3
"Jun 23, 2020",we need Zays backstory,70,0
"Jun 23, 2020",Well this is gonna be awkward,62,0
"Jun 24, 2020","Screw rule three, all my homies hate rule 3",57,0
"Jun 30, 2020",🎶 Hey there Delilah...,113599,435
"Jun 30, 2020",Y’all see that attitude she was giving zadia😱😤,86349,643
"Jun 30, 2020",Why the attitude though? Zay is obviously being genuinely friendly 😒,80203,619
"Jun 30, 2020",Man it's like people dont understand CONTEXT. From Ellie's perspective Zay is Kades new girlfriend. given that she just broke up with him not to long ago it looks really sketchy to her. understandably. like I get the attitude entirely.,4058,76
"Jun 30, 2020",Kade has the same hair style for more than 10 years that dedication,2817,0
"Jun 30, 2020",Red flag #4: Thicc af,2271,5
"Jul 01, 2020",Bet they broke up cuz she moved to New York City,1759,4
"Jun 30, 2020",THATS WHY HE WAS LISTENING TO HEY THERE DELILAH,1657,4
"Jun 30, 2020","I know she’s misunderstanding Zaida and all but damn no need to be harsh girl, you barely know her",780,12
"Jun 30, 2020",I love she all hostile and Zay just scoots closer then she think she about to make zay uncomfortable by talking about her and kade and Zay like oh a Kade story Hell yea! Lol,568,3
"Jun 30, 2020",CAN YOU NOT CALL MY BABY DIMWITTED,543,13
"Jun 30, 2020","Zaida just being completely innocent like ""do you enjoy pancakes?""",516,1
"Jun 30, 2020","*over speakers:* Ladies and gentlemen, this is your captain speaking. If you look to the right of the aircraft, you will notice a scheming ex. Please buckle your seatbelts because the fandom is not happy.",341,8
"Jun 30, 2020",I think Zadia is about to get a nice plate of jealousy after his ex is done with her story,317,4
"Jul 21, 2020",How do you get offered pancakes and still have an attitude?? 🥞 ❤️,284,2
"Jul 21, 2020",Well your hair might not be pink but your face sure is,244,2
"Jun 30, 2020",EVERYONE SHUT UP young cute kade is breathing 😤😤,167,5
"Jul 03, 2020",Can someone tell Delilah to go back to new york city???,159,3
"Jun 30, 2020",anyone else getting a b*tch vibe?,175,21
"Jul 21, 2020","OMG! do u guys remember near the beginning on their way towards the grocery store i think, the radio was playing hey there delilah?? FORESHADOWING!!!!!!",140,1
"Jul 21, 2020",I waited for 1 week and I read it in like 1 minute,94,0
"Jul 21, 2020",Give respect to the people who started singing 🎶Hey there Delilah🎶like full on respect 😔✊,73,1
"Jul 21, 2020",okay can we all just acknowledge small kade?,70,0
"Jul 07, 2020",Hold on we not gonna act like we didn’t just hear her not talk about his kink😂,118130,239
"Jul 07, 2020",Why this is gonna be awkward when she finds out they're roommates not a couple ... yet,82112,178
"Jul 07, 2020","honestly girl your fault the relationship didnt work 😅 you KNEW he needed time, you even suggested it and when he finally listens you go an ""wait, wait, what about meee!"" dont take advantage of peoples feelings when theyre in a low spot!",41748,353
"Jul 07, 2020","Ellie just doesn’t seem like a good friend and really Jealous plus petty, like I understood you were hurting but he made his choice in who he wanted and as much as you’re going to hate it, you will never be a choice he will go back to, I’m surprised he hasn’t kicked her out especially when she’s trying to bring up all old stuff I think that’s very disrespectful on a number of levels, she wants control I hope kade doesn’t fall for it",1911,58
"Jul 07, 2020",I believe his kink is for collarbones.,1716,1
"Jul 07, 2020",i like how she gave her strawberry to her😂💀,1380,1
"Jul 07, 2020","This just made Kades story even more depressing. Cuz like his life revolved around her since THIRD GRADE. And now out of nowhere, he just has to forget about her. And then you throw Zadia who looks like her into the mix of tears and loneliness",1173,2
"Jul 07, 2020","I actually don’t dislike Ellie’s character, she’s (was) just hopelessly in love with someone who doesn’t (didn’t) love her back, and that can be heartbreaking. However, kissing Kade after he’d just conceded to need a break was really unfair and inconsiderate of her as a true friend. She should’ve at least given him some time and space before making a move on him. There’s that.",1084,6
"Jul 07, 2020","Okay so let me do the math. Assuming Kade and Delilah were both 16 years old when they got together and both graduated at 18. 5 years after high school, Kade must have been 23 when they broke up. And we know that he is now 24. So you mean to tell me they were together for 7-8 years!!!!! Broooo😭",745,1
"Jul 07, 2020",Holon how tf. U gon tell him to take a break from dating and you go kiss da boi,501,1
"Jul 07, 2020",why would she kiss him and go into a relationship with him if she knew he was vulnerable????? i want to like ellie because i don’t know her that well but by what i do know she was pretty selfish and just wanted to be kades gf :/,392,4
"Jul 07, 2020",Kade gettin like 5 girls and I still sit with 0,316,1
"Jul 07, 2020","I can see where it could have gotten toxic but you can also see there were genuine feels. Oof I feel for her. Both I guess? Obviously she wasn’t perfect after that, she just seems immature and insecure.",257,0
"Jul 07, 2020",Zaida is such a sweetheart giving away her strawberry 🥺💗,249,0
"Jul 07, 2020",but seriously she got with him at his most fragile and then gets pissy and dumps him humiliating him in public because hes having a hard time finding his emotions.... a real class act,216,9
"Jul 07, 2020","I like her, as a character. I don't like how she's treating Kade and Zaida though. but she's still a well written character",170,2
"Jul 07, 2020","And this Kids, is why you practice communicating your feelings regularly with those you love rather than going radio silent and expecting others to do the heavy lifting!",154,0
"Jul 07, 2020",Is anyone else wondering what the kink is lol,129,1
"Jul 07, 2020","I really hope Zadia and Kade get together, forget about rule three",90,0
"Jul 08, 2020","sO LET ME GET THIS STRAIGHT. This girl tells him he shouldn’t date for awhile, and then when He finally listens to her, she goes and smooches him? Dang, I get the bad vibes from her 😂",84,1
"Jul 07, 2020","Roses are red, Viloets are blue, Kade has a kink, And Zaida has no clue.",67,0
"Jul 07, 2020",Ellie is so smug it's annoying. I get that she's friends with Kade but the way she shows up and starts having an immediate attitude with everything is just sickening. I feel like Kade needs to tell her to leave. It's none of her business who he's friends with or what he does. If she's so desperate to be friends again maybe she should try being nice.,69,3
"Jul 14, 2020",I love the pic where zaida missed the mustache and then the second time where they nailed it :)),101318,120
"Jul 14, 2020",Zay is such a wholesome bean,77715,204
"Jul 14, 2020","Love, Girl...Love. Yo first top comment Wut Wut!",57791,405
"Jul 14, 2020",Is it weird that I like Ellie even more now??? It’s SO HARD to own you made a mistake and she owned several in quick succession. (also Zaida 🥺 pure soul),3006,14
"Jul 14, 2020",His weird fetish is collarbones. IM CALLING IT,2336,3
"Jul 14, 2020",Zay is copying Kade and flipping a bird while looking confused in one of the photos AAAAAAH 😂 /edit this was my first top comment hi 🥺,1054,2
"Jul 14, 2020",Hahaha when is she gonna figure out their not dating and there roomates it's gonna be so awkward for her BAHAHA,830,0
"Jul 14, 2020",aww i’m sorry but i can’t hate ellie 😭 i can at least respect her for realizing she took advantage of kades desperation. poor girl 💔. the heart wants what it wants,831,3
"Jul 14, 2020","Zay is bringing out the real Kade!! thought to be extinct he shall raise from the ashes, like a Phoenix!! and they shall be Zade!! lol 😍😍 loving it couldn't help myself but to spend some coins for this! keep it up!",457,0
"Jul 14, 2020","It’s because with Zaida, there is no expectations or pretense. Kade just enjoys her presence and he doesn’t have to pretend to be anything else. He can just be himself and she doesn’t expect anything more from him. That’s beautiful!",366,0
"Jul 14, 2020","ok, but Ellie thinks Zaida is his new girlfriend. Imagine how uncomfortable and weird this would be for a regular human girl who just started seeing this guy. she comes over is immediately shitty with her and talks about she was in love with him and cries and fights with him. Even if Ellie is being kind now, this would be a weird dick move if Zay was the human person she thinks she is.",304,13
"Jul 14, 2020",zaida can make anyone smile like that girl. zaida is the purest ever,193,0
"Jul 14, 2020",I love Zaida so much she is so sweet and pure. She is honestly amazing 😌❤❤❤,171,0
"Jul 14, 2020",I CAME AT THE SPEED OF PURCHASED,173,15
"Aug 04, 2020","I think it's really important that she admitted to taking advantage of his desperation. People don't talk about how men get taken advantage of and they get out down if they try to bring it up themselves. Men's health issues really d matter, they bottle up so much and have so little socialization for emotional intelligence. This was an important chapter.",145,2
"Jul 14, 2020",I can’t wait to see Kades face when he finally kisses Zaida 💚,124,1
"Jul 14, 2020",Can we all just appreciate how beautiful the art style is for this series? :’),89,0
"Jul 28, 2020",Who spent their webtoon free coins on this 🙋‍♀️,78,4
"Jul 14, 2020",BRO THESE CLIFF HANGERS ARE GONNA KILL ME,71,0
"Aug 04, 2020",⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⣠⣤⣶⣶ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⢰⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⣀⣀⣾⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⡏⠉⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿ ⣿⣿⣿⣿⣿⣿⠀⠀⠀⠈⠛⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⠛⠉⠁⠀⣿ ⣿⣿⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠙⠿⠿⠿⠻⠿⠿⠟⠿⠛⠉⠀⠀⠀⠀⠀⣸⣿ ⣿⣿⣿⣿⣿⣿⣿⣷⣄⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⠏⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣴⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡟⠀⠀⢰⣹⡆⠀⠀⠀⠀⠀⠀⣭⣷⠀⠀⠀⠸⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠀⠈⠉⠀⠀⠤⠄⠀⠀⠀⠉⠁⠀⠀⠀⠀⢿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⢾⣿⣷⠀⠀⠀⠀⡠⠤⢄⠀⠀⠀⠠⣿⣿⣷⠀⢸⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⡀⠉⠀⠀⠀⠀⠀⢄⠀⢀⠀⠀⠀⠀⠉⠉⠁⠀⠀⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⠀⠈⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢹⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣿⣿ more,59,1
"Jul 14, 2020",I just noticed zay and kade flipping the camera off and zay looks so confused 😂😂,58,0
"Aug 04, 2020","""How'd you get him to smile like this?"" By breaking Rule 3, duh.",55,0
"Jul 21, 2020",Ellie is not so bad after all. I like her. Rule 3 is shattering. (Edit: It took awhile for me to notice but tysm for my first top comment! :D),104037,394
"Jul 21, 2020",I LOVE THE CHANGE THAT ZAY IS BRINGING TO KADE HE JUST SEEMS SO MUCH MORE HAPPY AND LIVELY,75780,155
"Jul 21, 2020",she's not that bad BUT KADE DONT GET DISTRACTED FROM OUR PRECIOUS ZAIDA 😭😭😭,65606,1129
"Jul 21, 2020",I actually really love how they both admit they’re in the wrong. Kade using her to temporarily get rid of the pain. And Ellie using his mental state to be with him. It shows much maturity in both sides,2926,3
"Jul 21, 2020",zaida’s heart is almost as thicc as her thighs 🥺🥺,1827,23
"Jul 21, 2020",Ellie was legit like “You managed to make him show his teeth in a photo WHILE radiating joy. YOU ARE THE CHOSEN ONE,1578,2
"Jul 21, 2020",I love how the author didn't leave it with the girls hating each other. that trope seems to happen too often.. this was a way more mature and emotionally secure way to handle things ❤️,1187,1
"Jul 21, 2020",i love how zaida influences everyone she meets so positively,851,1
"Jul 21, 2020","CHARACTER 👏🏻 GROWTH 👏🏻 I’m so glad that Kade said no, it’s not okay to how he treated Ellie. It’s so easy to just say “hey, it’s fine, it’s okay” when someone treats you poorly, but then for that person to admit that it’s not okay, they were in the wrong, and apologize takes a lot of growth.",715,0
"Jul 21, 2020",WE LOVE ELLIE NOW. AND KADE IS A K I N G FOR FINALLY OPENING UP AND BEING HONEST AND RESPECTFUL. THIS IS AMAZING,547,2
"Jul 21, 2020",I hope there's a cute filler episode about Zaida learning to use a phone and take tons of pics of the kitty :),379,0
"Jul 31, 2020",Are we not talking about how kade still doesn’t have a job,294,0
"Jul 21, 2020",I wanna know more about Zaida’s past!,254,1
"Jul 21, 2020",That was so sweet! She shipped them💙,205,1
"Jul 21, 2020","It’s not always about how long you’ve known someone that makes them important or impactful in your life, it’s about the quality of what they bring, more time doesn’t always equal better, glad Kade is opening up from the influence of Zay :)",194,1
"Aug 11, 2020","People are talking about Ellie not being that bad?? She's actually freaking awesome, the circumstances that led to their relationship was the problem. Glad Zay is having such a positive influence on Kade and now she has her first female human friend.",158,3
"Aug 11, 2020","I like that Ellie and Zaida want to be friends! There are lots of stories with really distructive female characters-which isn't that comon irl(not saying it doesn't happen tho), at least not when you're older. Everyone in this comic is so pretty, I admire the art style!❤🌺",96,1
"Jul 21, 2020",That would be a great threeso..... nvm,116,22
"Jul 31, 2020",she blushes so much that her skin color is pink permanently. puts a whole new meaning to strawberry blonde. XD,87,0
"Aug 11, 2020",How’s rule three doing kade😌,44,0
"Jul 28, 2020",I regret nothing when I used my 10 coin😌,40,0
"Jul 21, 2020",I will always spend my coins and money on this episode till the end xd,37,0
"Jul 28, 2020",~you think I’m “really pretty”? ✨💖 THE SHIP IS SAILING PEOPLE :3~~ wowzz thanks for top comment ☺️,80286,607
"Jul 28, 2020",Rule 3 never had a chance haha  Edit: Thanks for all the love everyone!,67924,427
"Jul 28, 2020",YES ZAIDA YOU ARE MORE THAN PRETTY GIRL NOW KISS KISS FALL IN LOVE,8940,79
"Jul 28, 2020",Rule 3? F*ck that.,1081,13
"Jul 28, 2020",who else noticed Ethan's name tag said kade in one panel.. hehehe,1056,4
"Jul 28, 2020","as soon as I saw that kade called her really pretty, y'all already KNOW I chocked on my Gatorade 😅",761,1
"Jul 28, 2020",(BLUSHING INTENSIFIES),442,4
"Jul 28, 2020","Zay, we ALL think you’re really pretty 👏",432,1
"Jul 31, 2020","""you think im really pretty?"" kade: Fuck...",360,1
"Jul 28, 2020","I really wanna trust alien nerd boy, but my trust issues tho .... also..rule #3, byeee",283,1
"Jul 28, 2020",All aboard the Zay and Kade ship!,160,1
"Jul 28, 2020",The prettiest alien in the entire universe 🥺🥺,147,1
"Jul 28, 2020",I WASTED ALL MY 20 FREE COINS ON THIS AND I AINT MAD,120,3
"Aug 18, 2020",Anyone else notice Ethan’s nametag said Kade for a second? Lol,102,0
"Jul 31, 2020",rule 3 is fucked,75,1
"Aug 11, 2020","KADE WORKS AT WALLMART NOW?! *hops in car* get in,we’re going shopping-",70,0
