Date,Comment,Like,Dislike
"Jan 02, 2024",AGENT BEAK AND THE MILKMAN 😂😂😂🩵🩵🩵🩵🩵🩵,53136,79
"Jan 02, 2024","He found a loophole and using it. Davina, you’re in for one hell of a ride",42147,96
"Jan 02, 2024",Davina is playing checkers while Gabriel is playing chess and already outsmarting Davina at her own game.,33916,237
"Jan 02, 2024",Mikey don't just sneak in while your parents fight 🤭,3456,31
"Jan 02, 2024",I respect her professional ability to not interpret the competition between them as sexual tension.,3004,10
"Jan 02, 2024",Petition for the author to release all the chapters at once. The story is too engaging and making me impatient 😭,1849,20
"Jan 02, 2024",She's not done. 100% she is gonna come back with her own loophole for him making her do this. And I am 100% her for the smug look on her face when she traps him.,1628,5
"Jan 02, 2024","I feel like he might know about her past, or has some sort of connection to it. The loophole theory is likely a good cover for how much he knows.",1054,0
"Jan 02, 2024",him bringing her dinner :))) the subtleties in body language and acts of service >>>,833,6
"Jan 03, 2024",Me studying abroad: *being very croatian bc i am indeed croatian* Me reading this webtoon: THOSE DARN CROATIANS,586,0
"Jan 02, 2024","the way he holds Mikey at the end, so cuuute!",454,1
"Jan 02, 2024",no. he want you help him get rid of his family because he wants some one how hate his family,450,2
"Jan 02, 2024",this is unrelated to the episode but Happy New Year everyone!,347,1
"Jan 02, 2024",I still feel like Davinas in control here - she’s playing with that fake narrative of her being a hacker on the dark web to get more info from him. Loving watch her play the long game & I wanna see her uncover all the secrets on that tablet !!,340,1
"Jan 02, 2024",this slowburn is eating so baddddd,272,1
"Jan 02, 2024","Gabriel is playing with his cards close to his chest. He’s letting her think he’s gonna use her for the organization, but his real purpose is to get his son out of their control. After all it could be the uncle setting things up to look like Bratva or Croatia. We know they’re under surveillance and I’m sure Gabriel does too. Now wouldn’t a hacker be the one to hire as a ‘nanny’ in order to find loopholes in the surveillance so Gabriel can do things on the side without uncle’s knowledge??",243,0
"Jan 02, 2024",Mikey is feeling left out of the top secret conversation🥺,206,1
"Jan 02, 2024",But is she gonna mention the spyware?!?!?,171,0
"Jan 02, 2024","honestly with his wife being murdered he's probably got an ulterior motive beyond advancing his family's ""business"".",141,0
"Jan 02, 2024",Mikey has one KEEN mf EYE 👁️‼️‼️ good thing his daddy’s smarter 😏,128,0
"Jan 02, 2024",Don't worry Davina. He won this battle. He can still lose the war.,87,0
"Jan 09, 2024",Pretty sure Davina won’t be expanding a crime syndicate. But she might need to dismantle 1-3 of them to keep Mikey safe. I bet that’s what Gabriel wants too.,71,0
"Jan 02, 2024",damm gabriel she didn't even move a piece and you already checkmated her,47,1
"Jan 09, 2024",“And how do you support your father’s enterprise?” Fastest way to make friends!,93910,53
"Jan 09, 2024",STOP I LOVE LOUIS AND HIS SAILOR SUIT ALREADY,72694,63
"Jan 09, 2024",Davina literally dragging Mikey to art class 😂,51078,37
"Jan 09, 2024","“Be kind to the other children.” “Why? The world won’t be.” OOF what a realist, this kid is a gem",9377,9
"Jan 09, 2024",Mikey is all business. I died at it’s a start to the kid who brushed his teeth 😂,5347,1
"Jan 09, 2024","Mikey radiates Boss Baby energy everywhere he goes, and he very much knows it!",3994,3
"Jan 09, 2024",Protect Louis at all costs! That boy exudes golden retriever energy. 🐶,3035,1
"Jan 09, 2024","""Who's your role model?"" A little kid from a cartoon with atrocious social skills but a heart of gold who wants to be a mafia boss when he grows up and has an immaculate sense of style. ...Why are you looking at me like that?",2362,3
"Jan 09, 2024",I can’t wait for Mikey to paint Davina something,1938,2
"Jan 09, 2024","Mikey looks so AGHAST at ""You think I'd wear LINEN to a PARTY?!"" oh my god I love him!!!!!!!",1796,1
"Jan 09, 2024","did you like it ""I'll have to come back next week""",1427,0
"Jan 09, 2024","""Louis needs guidance on shading."" 😂🤣 Sure, Mikey, that's why.",1140,1
"Jan 09, 2024",The other moms fawning over Mikey in his little suit! Another cameo of the fans! 😂,1054,0
"Jan 09, 2024",So what did he mean when he was disappointed she went cold but that he needed her even though he couldn't afford distractions????? Bro I gotta know.,785,1
"Jan 09, 2024","I was afraid to start reading this in case it was just another toxic relationship story. But I couldn't have been more wrong. The FL is so cool and not a pushover, the ML is intimidating but not unreasonable, and his looks do not contradict his personality (there's nothing more offputting to me than a really handsome but completely despicable ML that we're supposed to be rooting for). There's plenty of humor and action too, I love it.",597,2
"Jan 09, 2024","Being tailed by someone probably after Mikey’s life ASIDE, seeing him (sort of) get along with other kids warms my heart!",475,0
"Jan 09, 2024",ooh really? no distractions? just you wait 😏,405,0
"Jan 09, 2024",Omg the way Mikey rolled into art class big pimpin it then immediately took on a protective mentoring role towards the other kid 🥹,390,0
"Jan 09, 2024",“Be kind.” “Why? The world won’t be.” Dammmnnnn that was the Milkman talking,373,0
"Jan 09, 2024",That undershirt is doing God's work 🔥,246,0
"Jan 09, 2024",Mafia daddy- “I dont need distractions” 😪 while thinking of Davina …. Davina (on the other hand) - wishing Mikey would make friends 🤗,224,0
"Jan 09, 2024","lol Davina should have told Mikey that blending in with the kids will help his father, and then he'd treat it like a mission and actually listen to her 😅",185,0
"Jan 09, 2024","""Be kind to the other children."" ""Why? The world won't be..."" As a new mom, my heart breaks for this poor kid. I just want him to have all the love, happiness and safety by the end of this.",148,0
"Jan 16, 2024",I’m so desperate for the nanny and mafia man to shack up 😭,67951,842
"Jan 16, 2024",Not the GNOMES 😦,62654,86
"Jan 16, 2024",Confirmed Mikey has a phobia of garden gnomes.,54521,50
"Jan 16, 2024","Why hellooo there Niccolo 😘 i suspect you are an insane red flag, but I look forward to seeing your face- I mean your work. 😌",8810,9
"Jan 16, 2024",i hope nico will flirt with the nanny and the dad gets jealous🥰,6612,21
"Jan 16, 2024",“Luck had nothing to do with it.” OH HE KNOWS,4456,2
"Jan 16, 2024",All I took away from this ep is that there’s two more hotties joining the fam yay!,3419,5
"Jan 16, 2024",I really hope that bit about her being good at jumping out of cars IS NOT foreshadowing… it’s probably foreshadowing.,2483,2
"Jan 16, 2024",She's like Mary Poppins on steroids. Absolutely brilliant!,2203,4
"Jan 16, 2024",It was the uncle. And Mikey holding on to his daddy’s neck. ❤️ He may act like a tough kid but he is still a kid who thinks his dad hung the moon. I love their relationship. And he knows why Davina is working for him. He knows. And she’s still acting cold and professional with him. I am sooooooo ready to get back to that delicious tension between the two.,1337,0
"Jan 16, 2024","1. The uncle can suck it 2. The driver playing match maker is cute 3. Mikey is letting the nanny touch him, even sits on her lap. Progress 4. Nico Is FINNEEE",1133,2
"Jan 16, 2024",Davina’s talent : cyber security and jumping out of moving vehicles 😤🚘,1038,2
"Jan 16, 2024","God this story is just so satisfying. The art, the dialogue, the tension. I love their qualities so much so I’m curious how it will play out as they really get to know one another.",681,1
"Jan 16, 2024",No one’s going to ask about this “doctor” and her “wet work”? Just what exactly tf is this uncle up to and why is mafia zaddy the one with enemies???,635,1
"Jan 16, 2024",Can't wait for Mikey to grow to care for and genuinely love Davina 🥺,529,0
"Jan 16, 2024",nah mikey has his priorities straight gnomes are straight up nightmare fuel💀🙏,391,1
"Jan 16, 2024",Mikey steals the episode each week with an incredibly random line 😂,367,1
"Jan 16, 2024","I only saw the side profiles of Nico and Val and I’m already down bad, can’t wait for them to wreak havoc!",335,1
"Jan 16, 2024",This is one of those webtoons where I glance a the side scroll bar and become filled with despair the closer it gets to the bottom.,214,0
"Jan 16, 2024",Okay s000…he already knows her past. I’d bet coins.,198,0
"Jan 16, 2024","""she jumps out of cars like a champ"" OMG???😭",140,0
"Jan 16, 2024","Niccolo and Valentine, bipanic.",122,0
"Jan 16, 2024",We have growing artist here 😍 The change in Gabriel’s expression when he saw Mikey’s drawing of his mother 🥹❤️ Too pure.,118,1
"Jan 23, 2024",Mikey has the confidence of a 50 yr old with money and a god complex,121172,83
"Jan 23, 2024","Not Davina running several blocks, shot, and in heels but still making it faster than everyone else. She is tough",90309,79
"Jan 23, 2024",Davina as an Elite Nanny is just built different,62188,46
"Jan 23, 2024","I gotta say, I saw the painter teacher as suspect, but not the other nanny, lol.",10275,2
"Jan 23, 2024",my favorite part has to be Mikey screaming NOOOOO!!! after seeing Davina getting shot 😭😭😭 the boy loves her already!,7130,3
"Jan 23, 2024",going absolutely feral thinking about dad in the next episode showin a concern over his pretty lil nanny getting shot,4405,15
"Jan 23, 2024","Mikey’s face when he said “How nice for you,” when the boy said his maman picks out his clothes ☹️💔",4043,3
"Jan 23, 2024","Those poor kids! Nothing says trauma like the scary art teacher pulling out a gun, kidnapping your classmate and watching the classmate’s nanny get shot right in front of you! Those therapy bills are gonna be through the roof!",3125,3
"Jan 23, 2024","Dear author, you are being prosecuted for an ILLEGAL CLIFFHANGER! [siren sounds]",1881,5
"Jan 23, 2024","i love how its clear this chapter how, despite everyone having acted like davina is replaceable, everyone was super concerned for her. mikey was legit destraught she was shot. and even the driver was like, ""leave saving mikey to the others, your injured"" and u just know that the dad is going to be PISSED his fave nanny was shot next chapter",1830,1
"Jan 23, 2024",I just know Davina will faint in the next chapter from her wound and Daddy Mafia will catch her,1400,1
"Jan 23, 2024",UGLY GOON LMAO MIKEY DID NOT COME TO PLAY,960,0
"Jan 23, 2024",The mafia genes are so strong 😭,891,0
"Jan 23, 2024",guess I'l have to wait to see Nico and Val's action til next week 🥲,727,0
"Jan 23, 2024","Nanny protec, nanny attac, nanny has got Mikey’s bac",616,2
"Jan 23, 2024",i love the piiiiiiiii....iiiiiinnng affect indicating the ringing in the ear sound after being shot point blank. nice,514,0
"Jan 23, 2024",mikeys got a big mouth for being such a little guy 😭🙏,397,0
"Jan 23, 2024",I'm sensing a first aid/concerned argument/princess carry moment coming up between nanny and mr.mafia 🙏,395,1
"Jan 23, 2024",I CANT BE LEFT WITH THAT UNTIL NEXT WEEK😭,393,0
"Jan 23, 2024",Good lord the last panel!! 🔥🔥🔥 and Davina is ofc a champ! ❤️✨,324,0
"Jan 23, 2024","MIKEY, THEY HAVE GUNS JUST SHUT UP!!!!",238,3
"Jan 23, 2024",i know it’s really not the moment but is louis okay? 🥺,207,0
"Jan 23, 2024",Noooo his art class!! 😭,199,0
"Jan 30, 2024","""- I can walk. - And I can carry you."" made my heart skip a beat 👉👈",85675,237
"Jan 30, 2024","Nico, sir, YOU ARE SO HOT",69964,210
"Jan 30, 2024",Davina is right Mikey and his papa are indeed “cut from the same cloth”. There is no doubt that Mikey is a future Mafia Boss like his papa.,45036,102
"Jan 30, 2024","Being beat by a nanny with a child on her back, who is also shot, is WILD",10086,7
"Jan 30, 2024",Mikey was ready to fight but the next moment he is attached to Davina like a baby kangaroo haha love the little boy,6316,5
"Jan 30, 2024",We manifested Gabriel carrying Davina so hard it actually happened 🙌,4582,11
"Jan 30, 2024",I love tension between hot people,3700,8
"Jan 30, 2024","I don't feel like Nico or Val are their friends. If anything they just invited new enemies or should I say ""enforcers"" into their house.",2378,22
"Jan 30, 2024",One of the most original and fun concepts on WEBTOON right now. Quickly becoming a favorite of mine!,1778,2
"Jan 30, 2024","Was this confirmation about her parents supposed to be news? I reckon Davina was just in some level of denial about it, possibly bc her nanny seemed to be trying to protect her from any further exposure to the mafia world. If Gabriel hadnt insisted on her, I think nanny headmistress would have picked a less risky family for her to work with for sure",1592,1
"Jan 30, 2024","So her name is Davina Diavolo, assuming based on the last little snippet?",1390,1
"Jan 30, 2024",Yes we have another hotheaded redhead but Val…😳,1130,1
"Jan 30, 2024","Mikey trying to square up is killing me, yall. Look at him in his suit, fists up xD And then everyone else is so hot??? The GALL to do this to me",942,1
"Jan 30, 2024",davina’s dad tho 👀,751,0
"Jan 30, 2024","""I can walk"" ""And I can carry you"" SIR YES SIR!",548,0
"Jan 30, 2024",Can I submit a request for a flashback from Gabriel’s POV of that carry and taking care of Davina please 🙏,534,1
"Jan 30, 2024",Take my coins just take them,368,0
"Jan 30, 2024",Nico’s hair is the same color as Davina’s dad. And Val must’ve known D’s mom. Is Nico related?!,348,6
"Jan 30, 2024","I'll take the red head, I'm being so dead ass rn 😂😂💀",316,1
"Jan 30, 2024","I just love the panel of Mikey all ready to fight and the next one Davina taking him out of danger, totally describes their relation 😂",250,0
"Jan 30, 2024",adam giving the new guys the run down on the new nanny and sounds like singing her praises. its nice seeing that everyone appreciates davinas dedication,195,0
"Jan 31, 2024",Davina Diavolo. Perfect mafia name 🤌,170,0
"Jan 30, 2024","Giiiiirl, it’s not like you didn’t know, this is just confirmation .",158,1
"Feb 06, 2024","Genuinely one of the most engaging plots and lovely artwork I’ve seen in quite some time, so invested!! And poor Mikey, hope he gets to experience being a carefree child and does not stay jaded at such a young age 😭😭💜",45151,46
"Feb 06, 2024",I’m ready for this blond kid to be Davina’s cyber security archrival ☺️,38127,71
"Feb 06, 2024","NOOOOO MIKEY 😭😭😭😭😭, (rip his duck thou dood got his soul crushed out of him, Mikey's first victim....probably 💀)",28440,58
"Feb 06, 2024",Why do I have a feeling little Miss. Missing Mama isn’t actually missing 🤔🤨,4089,7
"Feb 06, 2024","Davina wants to protect kids and Mikey wants to protect their mommas. If that isn’t a mother son duo in the making…  Also, why didn’t Davina cover up her cyber footprint? Or do we think she’s playing a Trojan horse y’all?",2752,3
"Feb 06, 2024","I think Gabriel chose Davina because he knew her in the past. Those parties Davina mentioned at the beginning, her parents involved in the world of crime might as well mean the people who attended those parties were from the same world. It's quite probable Angelini attended as well. Val saying that Davina reminds her of someone she used to know means that she has known her mother pretty well. Now we know Val and Nico worked with Gabriel up until a year ago. It's all connected from the beginning.",1788,1
"Feb 06, 2024","Hopefully, Gabriel’s goal for Mikey is for him to have a good childhood and a safe adulthood outside of the Mafia. That poor kid needs to have some happiness. 😟",1050,1
"Feb 06, 2024","I had this thought from early on that Gabriel's marriage was arranged and that his wife was on a mission. She then failed her mission (which might have included betraying Gabriel) and once she went ""missing"" Gabriel went looking for her, found her, but also found out the truth, or rather the big lie she was part of. She might've died as a result. That could be a good reason why he's suddenly so protective of Mikey and another reason why the whole incident with his wife has left him so devastated",867,1
"Feb 06, 2024",Davina can relate to Mickey’s pain of losing a parent 😭,527,0
"Feb 06, 2024","Poor Mikey. It’s clear who “took” his mom, but he’s falling right into their hands by wanting to become a powerful underboss. Hopefully Davina didn’t leave too many clues as to who she was when she hacked into their encrypted servers. She did search her own family, but maybe she threw in a bit of opsec as well.",457,0
"Feb 06, 2024",Anyone else think the mom staged her kidnapping..?,371,1
"Feb 06, 2024",I'm really confused as to why Davina was so not careful with her cyber snooping. She was accessing sensitive content and wasn't even sure where everything was being mirrored to.,325,0
"Feb 06, 2024",is Mikey's mom really alive? This question could complicate the plot,248,0
"Feb 06, 2024",what if the mom is alive and Gabriel hired Davina because her specialty is finding people,248,1
"Feb 07, 2024",i love the she literally just woke up from being shot and severe blood loss and she already has more awareness of mikey than these two about him hiding and listening in,216,0
"Feb 06, 2024",In the beginning Gabriel said his wife died yet all they have left is a ring. Even In the first ep he said the mom WASNT AROUND. I'm starting to think the wife left willingly like a divorce or was taken so Gabrielle can be under the bosses thumb!,163,2
"Feb 09, 2024","I DO think Mike’s mom is dead, my biggest question is what does Gabrielle want Davina For? Everybody acts suspiciously around her, wether Gabrielle saying things like “her sharp instinct is something she gonna need for what comes ahead “ or Adam and Nico reminding her she’s not gonna leave. The faces Val and Nicco made at the panel where Davina wonder what are they not telling her say a lot.",142,0
"Feb 06, 2024",DAVINA COMFORTING MIKEY IM BAWLING BRUH😞😞💔💔,105,0
"Feb 06, 2024",I just know somethings about to go wrong😭,99,0
"Feb 06, 2024",guys do you think that there will ever be a time jump to when Mikey's older? I can totally see this story taking that turn,85,0
"Feb 06, 2024",I also find Julia (the maid) kinda suspicious👀👀👀,62,0
"Feb 06, 2024",I wonder if Gabriel didn’t want to be underboss because of his wife & Mikey but because he was starting to take a back seat to the family business “something” happened to his wife. Then he was forced to become underboss to protect Mikey / he was promised he’d get his wife back if he became underboss but all he got was the ring? Idk just thinking of the way his uncle asked how Mikey was then said “let’s keep it that way” kinda suspiciously when Gabe said “good” a few episodes back.,62,0
"Feb 06, 2024",Poor Mikey… so young and knows too much,52,0
"Feb 13, 2024",So.... Am I the only one wondering why His cousin is his twin??,89883,101
"Feb 13, 2024","something tells me it won't be ""just this once""",67860,78
"Feb 13, 2024",Hes holding her hand…,51084,151
"Feb 13, 2024",“jUsT tHiS oNcE” my ass,9165,7
"Feb 13, 2024",I wonder if he’s testing her now and wants to see how far she can go into finding someone,6918,4
"Feb 13, 2024",Mikey and Davina sneaking in ninja masks is making my heart melt,5311,2
"Feb 13, 2024",The plot thickens… really wondering how many of the issues they are encountering are inside jobs from the Uncle. Seems like his task about the cousin could be a threat,2619,4
"Feb 13, 2024","""Just this once,"" said the liar. Sharp, crystal blue gaze trained on her as he clasped her hand between his own. The gesture--albeit small--belying his words, for a lie was still a lie...",2547,21
"Feb 13, 2024",I thought man was just giving her an autographed picture of himself💀,2326,0
"Feb 13, 2024",I'm curious about if the wife isn't dead but instead trapped with this crazy man and they just pretend she's dead for the sake of Mikey. Or he definitely killed her and then is holding someone else close to him hostage. I bet this was a punishment of some sort. Like they tried to leave the family and that's why this all happened.,1700,2
"Feb 13, 2024",Not only did he not tell her to stop snooping.. he wants to test just how far she can go,1547,2
"Feb 13, 2024",Cute how the Angelinis are all named after angels.,1199,2
"Feb 13, 2024",Davina and Mikey are partners in crime!,825,0
"Feb 13, 2024",am i the only one who doesn't trust anything Gabriel does lmao,675,8
"Feb 13, 2024",if my high school lit class taught me anything it was that the shadows in that last panel are a bad sign🥲,619,1
"Feb 13, 2024","Nah, those ominous colors at the end are not giving “just this once” 😭😭",460,0
"Feb 13, 2024","ok but the fact that devinas security meddling got him into hot waters with his uncle, but he doesnt punish her for it, or even bring it up in a ""don't do this"" kind of way??? how hes now protecting her as well as mikey???",387,3
"Feb 13, 2024",What if… What if Mikey isn’t his son but he’s raising Mikey as his son? And was the wife really his wife?  This look alike cousin has me thinking…,298,1
"Feb 13, 2024","orchestra please sing with me!!!! "" why you lying? why you always lying?"" LOUDER",238,0
"Feb 13, 2024",That maid was scarier than Gabriel himself! 😅😂😂😂,221,1
"Feb 13, 2024",What is this lewd hand holding?!?!?!,219,0
"Feb 13, 2024","Isn't that Gabriel himself in the picture?Same face,hair and even costume😏As far as I remember,in chapter 6 there was Gabriel's family tree but with no picture of his ,,cousin"". There was only a woman on his uncle's side.So I guess there is no male ,,cousin"" at all.I also think maybe that's a picture of Gabriel's father(or uncle) when he was younger cause they both look alike idk😅we still don't know what their names are🤔Anyway, my question is what is Gabriel planning?👀👀",138,2
"Feb 13, 2024",The yes ma’am scene is so relatable. It reminds of my grandma in a good way 🥰,114,0
"Feb 20, 2024",We got so much this chapter. Gabriel shaking because he knows what he has to do. Davina and Mikey being ADORABLE while making a volcano. Davina blushing!! Can’t wait to see what’s up with the cousin.,64574,87
"Feb 20, 2024","Gabriel needs a hug, and my arms are open.🤗 Edit: Y'all are horny. And also neglecting to consider that a hug would put your face right next to his chest (or bring HIS face to YOUR chest, depending on the position).",42028,233
"Feb 20, 2024",I guess we can just ignore the no feelings rule right?,39742,150
"Feb 20, 2024","Damn, having to betray your family, for your family, to save your family.",9587,10
"Feb 20, 2024",I'm so worried about his cousin!!! 😬 He seems like he just wanted a different life. 😢,6737,1
"Feb 20, 2024",It just sucks that this is how his uncle keeps control of him. He probably killed his wife,4415,3
"Feb 20, 2024",Soooo...is no one going to talk about the torture house they built in their backyard? 😬,3855,4
"Feb 20, 2024","awww, man so Davina just unknowingly helped Gabriel kidnap a non-mafia relative? 😭🥺",2845,1
"Feb 20, 2024",Atp it's so obvious that Gabriel gets a bit too close than normal to Davina on purpose 🥰🥰🥰,1941,2
"Feb 20, 2024","I'm wondering if Nico makes a move on Davina at some point... would make things a bit interesting... nonetheless, I am LOVING all the characters",1451,16
"Feb 20, 2024","Oh man, and to think Davina helped him because she thought he was worried for his cousin. And Gabriel clearly feels bad about what he needs to to. Um, Davina’s arm in the first panels is not in a cast lol",1140,2
"Feb 20, 2024",“How to raise kids right while doing wrong” - umm did Gabriel miss the chapter where it said not to build a torture shed in his backyard?? 😬,1100,1
"Feb 20, 2024",Gabriel shaking caught me off guard,834,0
"Feb 20, 2024",Davina’s going to be so pissed when she finds out Gabriel used her,770,2
"Feb 20, 2024","The “I never asked to be Angellini” really struck a cord with Gabriel. Poor cousin, he’s a goner.",658,0
"Feb 20, 2024",I feel that Davina will actually encourage Mikey to below up the house…,535,0
"Feb 20, 2024","Gabriel hasn’t asked Davina to find his wife. So, my guess is he already knows. 6 feet under, hiding safely somewhere, captive, or traitor. Bet’s on traitor.",518,0
"Feb 20, 2024","Do I see a tinge of pink on Gabriel's cheeks every time he's close to Davina!? Hers was definitely a blush, but he hides it so well. 🤭🥰",407,1
"Feb 20, 2024","Hmmm I have a feeling that he kinda knew who Davina was before he actually met her. All these comments about him trusting her, so and so, is making me lean towards the theory that he knew who she was maybe?",357,0
"Feb 20, 2024",Goggles FIRST! Mikey's scrunched up face and Davina's reaction got me 🤣💀,329,0
"Feb 20, 2024",Why do I have a feeling that Davina is going to walk in on something she shouldn’t and immediately regret helping Gabriel 😩😭,211,0
"Feb 20, 2024","""Sleep soundly if you can""...yes daddy",179,19
"Feb 20, 2024",Davina looks like Anastasia in her lil pajamas 🥰,144,1
"Feb 27, 2024",Davina…babe…you knew you were dealing with the mafia. Did you think he was going to ask him out for coffee?,94127,941
"Feb 27, 2024",Davina is definitely going to do everything in her power to protect Mikey from knowing the truth about his dad’s shady actions.,51689,112
"Feb 27, 2024",NOOOO shes going to hate himmm 😭 I hope she ends up realizing he didnt want to do it either. I’m glad gabriele still has a heart but I hope he’ll be able to escape this life. For both him and mikey,44306,307
"Feb 27, 2024",I really feel bad about the cousin. he just wanted to live a life free from the mafia. i’m sure gabriel understands this because i feel like he tried to leave before too and that’s why we see him feeling guilty and poisoning his cousin because he doesn’t want him to suffer. poor davina. she just got reminded she works with the mafia.,6818,2
"Feb 27, 2024","I love how real the characters are. Gabriel realizes how horrible his life is and legimately finds himself caught up between wishing to escape but also protect his son, which makes him so humanly broken and ambivalent. Davina, on her end, does not try to sugarcoat/romanticize anything about the Angelinis just because of her affection for Mikey and her underlying attraction to Gabriel, and stays true to her values and humanity. There are no hearts and flowers, just reality. This story is just🤌🏻",3837,6
"Feb 27, 2024","she is NEVER going to trust him again. as she shouldnt, he betrayed her trust to do something truly horrible. meanwhile gabriel did this because he was covering for davinas hacking into his uncles system because she risked her life to save Mickey on a bad call he made having to let mikey continue going to art class. the DRAMA of it all is SO DELICIOUS",2525,15
"Feb 27, 2024",Poor Gabriel 😞 Having to choose between your immediate family and extended family is barbaric. Man's still got a heart of gold deep down. Can't wait till his Uncle gets his comeuppance!,1378,7
"Feb 27, 2024",Did they kill his wife because he wanted to leave?,1350,0
"Feb 27, 2024",I wouldn't be surprised  if what he injected will make his cousin appear dead,677,10
"Feb 27, 2024",Gabriel obviously did NOT want to do this—which is why he risked the uncle’s further ire to inject cousin with something to assure the poor guy wouldn’t suffer long—he just has ZERO choice to protect Mikey. What a 💩 position to be in 😭,566,3
"Feb 27, 2024",aw man it sucks that she’ll feel so guilty about it and also think that he probably wanted to do it even tho he didn’t :(( excited too see the birthday card tho <3,449,1
"Feb 27, 2024",Girrrlll he didn't get that hot body and intimidation skills from working a desk job. Proud of the author for showing the dark side even if it killed a bit of the sexual tension buzz.,451,13
"Feb 27, 2024","Even if it’s mafia y’all she has a right to be upset. Him killing people and him USING her to kill people are two very different things to be upset about. Honestly, I love angst so",413,1
"Feb 27, 2024","kinda pisses me off cuz yeah he involved her in the murder of someone (who probably would have been found and killed anyway) but that guilt, though she didn't know what she was doing, will be there forever",328,2
"Feb 27, 2024",My baby catching her first body indirectly lol 😭! Dark humor aside Gabrielle was really covering for her because Davina hacked into that system and got caught! Davina Is amazing  but she was too confident in thinking a big time mafia wouldn't notice her,271,3
"Feb 27, 2024","This will hit Davina so hard, she’ll feel so guilty. She thought she was helping Gabriel find his dear cousin but no.. poor Davina, she never wanted to be a part of it so deeply",173,2
"Feb 27, 2024",Davina and Gabriel's dynamic is about to get real interesting,164,0
"Feb 27, 2024",This isn’t helping my ship get built any faster…,147,9
"Feb 27, 2024","""no immediate family to be punished in your stead.""  Yeah..his uncle is responsible for the disappearance of his wife. 10/10 Gabriele tried something and was reminded there was no way out.",132,1
"Feb 27, 2024","Ah, what an amazing story. It doesn't shy away from mafia brutality, tough deadly choices, hopelessness, when the only mercy you can show even your family member is swift death. We had all these lighthearted chapters where one could even start romanticizing mafia life until it all came crashing down with a reality check. Superbly done.",121,0
"Feb 27, 2024",Oh poor baby I hope this isn’t a mental burden for the duration of this series,89,0
"Feb 27, 2024",My heart is breaking for all of them. Davina thinks Gabriel has no feelings about what he did. Gabriel hated having to do it and made sure to make it quick so his cousin wouldn’t suffer as much. This can only mean trouble for everyone involved,87,1
"Feb 27, 2024",Me: *twiddles thumbs* so when is the romance going to start romancing??,114,37
"Mar 05, 2024",You can tell Mrs. Bremerton really cares ab our baby gurl as if she were her own daughter and I’m glad ab that it’s so wholesome ☺️🫶,57154,90
"Mar 05, 2024",Ominous last panel….,44544,61
"Mar 05, 2024",Hopefully a sincere conversation with Gabriel is coming,35464,59
"Mar 05, 2024",Anyone notice how happy Mikey has been lately? He smiles a lot more than he did in the beginning of the series. If Davina left I fear it would absolutely annihilate what is left of his little heart. I also find it strange Davina isn't watching Mikey but he is instead being watched by other family nannies. Which are not to be trusted as far as you can throw them.  I know Davina wants out but I fear the only way she will be able to leave is if she is dead. She would be a liability if she left.,6646,9
"Mar 05, 2024",Okay but she looks so pretty in that outfit 😭,4539,7
"Mar 05, 2024","Everyone hates it here. And judging by that last panel, Davina is about to get a “get a grip” speech.",3650,8
"Mar 05, 2024",Did Gabriel blush when smiling at her????,2726,3
"Mar 05, 2024",Mikey and davinas dynamic has grown so much. its so cute how he values her opinions and listens to her. and the fact he painted his dad with a mustache like she suggested SO CUTE. and them just chilling together reading a book. despite everything going on and how she feels she clearly loves him so much,2340,1
"Mar 05, 2024",Davina is literally like: you’re smiling at me? you killed a man and you’re smiling at me?!?,2102,0
"Mar 05, 2024",ok but gabrielle not wanting his uncle to know where he hired a nanny? that coupled with how back in chapter 1 he IMMEDIATELY picked Davina despite her zero experience makes me think he knows more about her backstory.,1631,1
"Mar 05, 2024",would you like some vodka with your glass of olives sir?,1383,1
"Mar 05, 2024",Anyone else notice how the bad guy had extra dirty martinis? Oh the symbolism!,1088,1
"Mar 05, 2024",“People will know we overwork you” I’m dead,1071,0
"Mar 05, 2024",DavinaI definitely at a crossroads. Does she stay and protect Mikey or does she protect her own mental wellbeing by leaving…,614,2
"Mar 05, 2024",Oh this is not going to end well. Though it’s interesting to see Gabriel thank her secretly and worry about her when she runs off,584,1
"Mar 05, 2024","Can we please appreciate Gabriel’s face from the moment where he tells davina to lie?those are purest expressions we have ever seen of him haha, hope to see more of that..  Oh and davina girl run! In that family you stay or leave dead!",559,1
"Mar 05, 2024",I've been waiting a week for a new chapter and it's over in a minute 😭 how am I supposed to live now,424,1
"Mar 05, 2024","Not Gabriel looking at Davina and blushing like a teenager who has a crush in that situation,,, like man read the room will ya ? 🤨",369,2
"Mar 05, 2024",Why do i have a feeling that Gabriel and Davina met when they were kids🤭,351,1
"Mar 05, 2024",Bremerton is just the sweetest mother figure she makes my heart melt 😭😭,310,0
"Mar 05, 2024",Anybody else think the solution to our problem is a nice poison jar of olives?,256,0
"Mar 05, 2024","You can't ignore that smile and look on Gabriel's face! Also, the way he said her name, wondering what made her leave. It appears he already developed some feelings for Davina. However, unless he kept his cousin alive, I don't see how Davina will forgive him. Her behaviour is completely understandable when someone's life literally stands between them now. I wonder what role Nico will play in all this. I literally can't wait for next episode.",219,1
"Mar 12, 2024",“No one is paying attention to you no one but Gabriel”. 😳😳,78127,112
