Date,Comment,Like,Dislike
"Mar 12, 2024","I like how upfront he’s starting to be, she can’t find out what she wants to without getting somewhat involved. Even though she’s been through tough training she still seems very unsettled by this stuff.",59091,111
"Mar 12, 2024",A cliffhanger that ends once again with Davina having to make a difficult decision that could only affect her but Gabriel and Mikey as well.,36881,62
"Mar 12, 2024","Mickey will be devastated if she leaves. At least he gave her a choice, in or out. Their chemistry is amazing. I believe they know each other from when they were younger.",5416,7
"Mar 12, 2024",i just LOVE how much mikey and davinas relationship has progressed. he loves her so much my heart cant handle it 😭❤️,4086,7
"Mar 12, 2024","i’m glad she got a wake up call. i hope she can grapple with it quickly because mikey needs her, whether she wants to stay or not. i hope she might realize mikey isn’t the only one who wants her to stay",2911,7
"Mar 12, 2024","I am so happy that we saw this conflict instead of dancing around it! You could cut the tension with a knife. Both of them are pissed at the other and so tense, and both feel so guilty.",2202,0
"Mar 12, 2024","“night, ‘vina.” IM GONNA CRY HES ADORABLE",1891,1
"Mar 12, 2024","We love good communication 👏👏👏 Tough words to hear, but a healthy relationship through and through.",1313,20
"Mar 12, 2024","I feel so bad for Davina :( I can’t imagine how much she now blames herself. On the bright side, I’m glad Mikey is hanging out with kids his age.",1244,3
"Mar 12, 2024","Ah, how much has changed since Chapter 14, when he noticed she was cold but did nothing. Now, he's actively trying to find out why she's upset and communicating. *chef's kiss* character development",1072,2
"Mar 12, 2024",Well it would have been helpful if he’d shared that tidbit before giving her access…,790,7
"Mar 12, 2024",Val and Nico in the background 🤣🤣,721,0
"Mar 12, 2024",They need to stop having these chats outside of Mikey's bedroom,708,1
"Mar 12, 2024",CAN WE PLEASE TALK ABT HOW HE WAS KEEPING AN EYE ON DAVINA ALL EVENING AND THEN WHEN HE WENT TO CONFRONT HER ABT IT HE SAID “WE CANT SHOW WEAKNESS.” HE SAID WE 😆😆😆😆🤭,516,8
"Mar 12, 2024","Okay, after re-reading through the comic, I have a few points. First, Gabriele is almost certainly lying about how much he knows about Davina. He didn’t select her for her cybersecurity skills, he didn’t want to raise red flags in Venice, and there is no other significant reason for him to want cybersecurity as a priority. He knows his wife is dead, so it wouldn’t even be to find her. He chose Davina for a reason, and I think it’s because he knows her background and who she is. (1)",394,0
"Mar 12, 2024","the tension is building, the ship is building, i love them. i love how sincerely he looks at her, although he snaps at her you can see the softness in his look toward her (like when she says she didn’t mean to)",367,7
"Mar 12, 2024","How much do you want to bet Mikey was eavesdropping on their conversation through the door? Also I'm nearly positive that Davina can't leave now. She is in too deep, no matter how you look at it. She is a liability if she leaves and liabilities get offed.",308,0
"Mar 12, 2024","i am going to say gabe is being unfair here. she specifically asked him if there was anything she needed to know cyber security-related in regards to mikeys safety. NOT telling her about the monitoring was a big mistake on his part. he knew she would want to make improvements to their cyber security that his uncle wouldnt approve of, and still gave her access with no warning. this is entirely on him",251,7
"Mar 12, 2024",Mikey bragging that Davina was his nanny was so cute 🥰,214,1
"Mar 12, 2024",OMG SUCH A GOOD CHAPTER!!!  My favorite Webtoon!!  The waiting is killing me for the next chapter!  AMAZING job author!!!,204,0
"Mar 12, 2024",Can’t they release episodes twice a week? Pleaseeeeee Having to wait whole 7 days is taking a toll on me😭,174,8
"Mar 12, 2024",He wants our girl to stayyy,163,2
"Mar 19, 2024",omfg how did we go from hot moment to impending death,95630,81
"Mar 19, 2024",guys we almost got a kiss 🙉,67989,263
"Mar 19, 2024",Deja vu for Davina…😭😰 Poor Mikey and his duck…! Gabriel please be alive!!! 🙏🥺,53795,58
"Mar 19, 2024",HE BLUSHEDDDDD,8900,9
"Mar 19, 2024",the duck got cooked unfortunately 🥲,7245,9
"Mar 19, 2024","I think she’s surprised him, but he’s fallen for her because of how much she cares about Mikey. If he doesn’t trust anyone - her civil disobedience towards him for the benefit of Mikey is like catnip for his heart. He can rely on her to prioritize Mikey unlike all the others who want to leverage Mikey’s life/future. I really hope he gets out safe. If he’s injured I could see his family trying to use that as an excuse to take Mikey away",4910,6
"Mar 19, 2024",giggling n kicking my feet,3571,14
"Mar 19, 2024","What a ""hot"" episode 😳-->🔥🚒",3253,9
"Mar 19, 2024",Davina was worried about both Mikey and Gabriel’s safety when she noticed the house burning😭😭,3151,1
"Mar 19, 2024",Gabriel better have that duck.,2593,0
"Mar 19, 2024",Gabriel’s hand on Davina’s cheek 😳,2410,1
"Mar 19, 2024",Who else had to scroll back up and look at the almost kiss scene again before leaving ✋🏻,2012,2
"Mar 19, 2024",which is more criminal? the angelini mafia or this cliffhanger? 🤨😩,1327,0
"Mar 19, 2024",NO I CANT WAIT ANOTHER WEEK,1245,0
"Mar 19, 2024","Romance aside, this has been the chapter to bring it all in. I’m rooting for Davina",981,2
"Mar 19, 2024","She wasn’t kidding when she compared Mikey to herself as a kid. He’s breaking down before her eyes from the same trauma. Hopefully Gabriel coming back can help heal things, but I don’t think that kid is ever going to be the same. Especially when he learns that it’s likely intentional (I mean, no way it’s not with the whole family being there tonight).",964,5
"Mar 19, 2024",ALSO!??!? He was looking at her lips. Omg… also not Davina thinking of Gabriel before Mikey… girlllll🫢,847,2
"Mar 19, 2024",i love how even Gabrielle was caught off guard in that moment. these two have always had their guards up around each other. and here they were both being vulnerable with each other for fhe first time and the intimacy of the scene csught them both by surprise. i love the panel of gabriel just standing in the hallway blushing like he literally doesnt know how to compute what happened,787,0
"Mar 19, 2024",WE NEED A POV FROM GABRIEL,531,2
"Mar 19, 2024",GABRIEL BLUSHING 🗣️📣‼️⁉️🔥🔥🗣️🗣️🙌🏻🙌🏻💯,526,0
"Mar 19, 2024","Her nightmares come true. But thus time, she has to be the one to save the kid.",519,2
"Mar 19, 2024",This is the webtoon its hardest for me to wait for every week,447,0
"Mar 19, 2024",guys ofc gabriel’s alive he has main character plot armor,430,2
"Mar 26, 2024",Davina realized that she not only has to protect Mikey from danger but his papa as well.,60982,88
"Mar 26, 2024",Homegirl's really out here doing it all in bare feet 👏👏👏 Also WOOF that reunion got me right in all my feelings. 😭,52256,78
"Mar 26, 2024","[sobs (clutches at heart)] Thank goodness Gabriel’s alive!!! 😭❤️ The reunion with him and Mikey was so beautiful!!!🥹🥹🥹 Too bad about the duck, though…🐣🦆🪦",33407,121
"Mar 26, 2024",The look of relief on Gabriel’s face when she said next time she’d keep better communication during an emergency. I know he’s happy bc it means she’s staying but I’m like hopefully there won’t have to be a next time! I guess it’s normal for that line of work tho…,4592,6
"Mar 26, 2024",Sooo is no one gonna comment on the fact that Gabriel probably got that head wound cause he was worried about Davina and Mikey being stuck in the fire to the point he was practically crazy trying to get back inside the burning building? No? Just me? Ok then 👀✌️,3724,7
"Mar 26, 2024","(1) EVERYONE’s OKAY!!! (2) SHE’S STAYING!! (3) LOOK HOW BADASS SHE LOOKS RIPPING HER DRESS! But seriously, that cousin is a freaking creep. I love Nico protecting his boss in the best way he knows how. Telling Davina to get out of the way if she’s not in is a good call. But girl. You just learned you being nosy got people killed. Now you’re looking through his safe after a fire? Are you sure that’s wise?  Edit: got Nico and Val’s name confused lol more",2292,18
"Mar 26, 2024","I love the panel where Nico and Davina were startled by the head maiden. These two just give me older and younger siblings vibes 😂... For the most part, glad Gabriel is alright and reunited with little Mikey 🥺💜",1969,1
"Mar 26, 2024",NOT BRO WORRYING ABT HER NOT HAVING HER PHONE ON HER WHEN BRO HAD PRETTY MUCH BLUNT FORCE TRAUMA TO THE HEAD,1487,2
"Mar 26, 2024","RIP Agent Ducky, who perished in the line of duty 😭",1476,0
"Mar 26, 2024","I swear after seeing Nico and Davina’s twin reaction to the cook, I am CONVINCED they are related. Even their facial expressions look the same. Our orphaned nanny may not be completely without family after all…",1125,4
"Mar 26, 2024",we NEED a Gabriel pov of the fire situation! I’m obsessed!!,823,1
"Mar 26, 2024",Raise a glass for our fallen brother … there will be no waddling away from this one 😔,542,0
"Mar 26, 2024",IM SO FREAKING INVESTED IN THIS SERIES,493,0
"Mar 26, 2024","that panel where all the outsiders are blurred by smoke and only Gabe,  Vina and Mikey are in the inner circle? *chef's kiss* 🤌🏿 the glint in his eyes when he realized she was staying melted me.  I also love the way Davina reassured Mikey even while being concerned herself. She is COMMITTED!!! I love the implications of this.",408,0
"Mar 26, 2024","Watch me not be at all shocked when Davina presents Mikey with an exact, hand-stitched replica of his duck she whipped up in her “spare time” 🤣",388,1
"Mar 26, 2024",The way she tied her hair by tearing up dress she was looking so damnnn hott😻❤️,321,1
"Mar 26, 2024","Call me crazy, but I like Cassiel. I’m hopeful he’ll be a big ally to Davina.",252,2
"Mar 26, 2024","Like Father like Son, both try running into burning buildings for each other 💀💀",235,0
"Mar 26, 2024","Rip ducky, you will not be forgotten 😭",226,0
"Mar 26, 2024",I’m ready for some sibling energy between Davina and Nico 🤩,224,0
"Mar 26, 2024",We needed Gabriel's reaction of Davina ripping her dress that savagely. I mean THAT WAS HOT,190,0
"Mar 27, 2024",Mikey’s face when he was defending his dad’s hair color 😂🫶,166,0
"Apr 02, 2024",cue the accidental bathroom and towel scene. 📣,83230,203
"Apr 02, 2024","Oh hell nah, that olive munching bastard better leave our girl the hell ALONE!",57018,167
"Apr 02, 2024",Wait… IS THERE GOING TO BE ONLY ONE BED TOO?!?! Please pleaseee pleaseeee i love that trope sometimes ahhhhhhhhhh.,46934,579
"Apr 02, 2024",“Welcome home” 😳😳,6264,5
"Apr 02, 2024",MIKEY HOLDING ONTO HIS LEG IS TOO CUTE IM OBSESSED,5494,2
"Apr 02, 2024",Gabriel sure enjoys teasing Davina…,4011,2
"Apr 02, 2024",Ducky served Mikey well as his loyal right hand man. His sacrifice will never be forgotten 🫡,3185,1
"Apr 02, 2024","I swear, Gabriel is flirty on purpose!!! Davina won't survive this! It’s just the start and he smirked two times already. 😏😏😏",2294,2
"Apr 02, 2024",I need another 10 eps to drop neoowwwwweee 😭,2167,0
"Apr 02, 2024","""and they were room mates."" ""my God, they were roommates.""",1643,2
"Apr 02, 2024",HAHAHAH I LOVE THIS TROPE. I’ve never said this before but why does Gabriel have such a snatched waist,1187,1
"Apr 02, 2024","I wanna know if Davina was friends with Nico, Val, and Gabriel when she was younger and just doesn’t remember it…and if so I NEED pics of all the young versions of the characters together!!!",1042,2
"Apr 02, 2024",“Right after I sleep 10 hours” Adam is me fr,1036,1
"Apr 02, 2024","i love that gabriel is GENUINELY  a good father. the house has burnt down, there are SO MANY THINGS to prioritize and get sorted. but he still takes a moment to get down and console mikey about losing his favorite toy",947,0
"Apr 02, 2024","gabriel is such a good father to mikey, i love them so so much. he cares for him beyond comprehension",773,1
"Apr 02, 2024","the uncle burning down his nephews house, amd him being most likely the one that personally called the hit on her parents. man loves his fires like he loves his olives damn",650,1
"Apr 02, 2024","genuine props to the creator of this series, if youre not the author you can look past this but im in shock ive never read such a good series with such a good plot and well written characters I LOVE THIS SERIES SMMMM",524,0
"Apr 02, 2024",I think he fell first 🤣,487,2
"Apr 02, 2024",i love davina and adams dynamic. he always make a point to look out for her and be friendly,464,0
"Apr 02, 2024",Gabriel is literally the size of a door... both width and hight! 😲😲😲,384,0
"Apr 02, 2024","Gabriel is always flaunting his physique at her… not that I’m complaining, just being observant 😁",357,1
"Apr 02, 2024",Mikey holding onto Gabriel’s leg! That boy has no right to be so cute and that man has no right to be so fine 🥰🥰🥰,348,2
"Apr 02, 2024",Davina gets told that her curiosity costs lives. Proceeds trying to open a safe.,314,0
"Apr 09, 2024",Davina and Mikey’s dynamic is so cute 🥹❤️,73487,66
"Apr 09, 2024",You mean it’s abs day Nico. It’s ABS DAY,72521,167
"Apr 09, 2024",My money is burning with these coins I’m buying but I will do anything to see Gabriel’s face 🫡,37779,133
"Apr 09, 2024",Mikey accepting the duck from Louis professionally even though we know it meant so much to him 🥹,9717,6
"Apr 09, 2024",the thought of Gabriel getting jealous of Nico would send me,7139,8
"Apr 09, 2024",Wait.. where are the knives🤨,6134,5
"Apr 09, 2024",First off the way he’s touching her damn leg 😤😤,3376,5
"Apr 09, 2024",Davina and Gabriel’s relationship seems that it will eventually progress into more than just their current agreement 😳,3167,10
"Apr 09, 2024","1. I live for Mickey and Davina, they unintentionally turned out to be each other's emotional support and I can't wait to see their future interactions 🥰  2. Sir- you can't do this to me at 3AM-",2404,2
"Apr 09, 2024",POOL DAY SPECIAL EDITION NICO,2388,0
"Apr 09, 2024","I have just one question was she or was she not wearing panties in the bandaging scene 🤔🤔🤔🤔 Because if she wasn't, Gabriel got to see a whole lot more than scruffed up legs 😩😩😩 Also Louis giving Mikey the rubber duck was so precious it's ingrained in my brain 🥹🥹🥹❤️❤️",1577,29
"Apr 09, 2024",Mikey putting on the shoes IM DEAD,1509,1
"Apr 09, 2024",emotionally vulnerable gabriel being comforted by davina is so :( you can tell he doesn't really have anyone who offers him soft and genuine reassurance that isn't layered with some sort of influence from his uncle or from his position but davina is more willing to be blunt with him and I think he needs that badly ☹️,1277,1
"Apr 09, 2024",It seems like Mikey and Louis will eventually became two inseparable pookies 🥺💕✨🩷,1213,2
"Apr 09, 2024",I freaking love that they didn’t just make Mikey cool with losing everything. Him struggling with losing his wardrobe and little things like his rubber duck adds so much to the story. And I love the little look of surprise on Gabriel’s face when Davina told him about her house fire. Part of me wasn’t sure if he already knew.,1066,0
"Apr 09, 2024","Mikey being AFFRONTED at the indignity of being seen in these clothes, only to put his shoes on in the MOST undignified way, is just peak kid logic i love it so much",967,0
"Apr 09, 2024",I'M DYING. WE WERE FED SO WELL THIS NIGHT,863,0
"Apr 09, 2024","as much as we were all joking last chapter about there being only one bed, i srsly APPRECIATE the fact that Gabriel gave her a key to lock her own room for privacey. its a commen romantic trope so i get it, but in reality suddenly being forced into sleeping arrangements with a man at night can be uncomfortable, even if u trust that man or are interested in him. Gabriel respects her privacey and her comfort and i love that",715,2
"Apr 09, 2024",The way he held her leg and made sure she was appreciated over the fact she saved mikey has my heart 🫣😓,599,0
"Apr 09, 2024",Grey sweatpants and shirtless?? I SEE YOUR GIFT AND BLESS UR SOUL 🫠🤤,561,2
"Apr 09, 2024","love Gabriel taking care of her and being vulnerable. not as her boss or as a love interest, but as a Father who almost lost his son just hours ago, and is still reeling from the fact that all the what ifs around davina could have been the difference between mikey sleeping in the bedroom next to him or not tonight. what a terrifying reality. and then Davina opening up to him about her own trauma, and making it clear that she cares about Mikey personally and wouldve saved him even if she had quit",478,0
"Apr 09, 2024",love louis wearing an outfit so close to the one mikey hated XD,451,0
"Apr 09, 2024",i’m calling it nico is 2nd male lead,382,16
"Apr 16, 2024",NO BUT I ACTUALLY LIKE MIKEYS NEW FRIEND 😭😭,90164,82
"Apr 16, 2024","not all mafia nannies are created equal, y'know.",58754,61
"Apr 16, 2024","""Play stupid games, win stupid prizes"".",44557,70
"Apr 16, 2024",i’m glad that davina caught on in time but that was such a rookie mistake to be so trusting with a stranger. especially when they literally just escaped a fire the previous night.,6670,13
"Apr 16, 2024","ARE YOU KIDDING ME. Please tell me Louis doesn’t know anything, Mikey needs a friend 😭😭 Or if he does, that he sympathizes with Mikey and is genuine with their friendship… 🥲",4672,3
"Apr 16, 2024",I hope Louis ain’t in on it. I ain’t ever seen Mikey so happy!,3063,5
"Apr 16, 2024",Davina’s duality from intense bodyguard to lovable nanny is insane!,2521,1
"Apr 16, 2024",Nico where you hiding those knives during pool day? 🤨,2208,4
"Apr 16, 2024",I'm so surprised they didn't do thorough background checks into the family and the nanny before allowing a playdate but I love watching this play out,1193,1
"Apr 16, 2024","Two households, both alike in dignity, In fair Verona, where we lay our scene adhagshwbdhwb",1189,1
"Apr 16, 2024",Either Louis doesn’t know anything and is a sweet little friend for Mikey or he’s pretending and is also a little baby mafia just like Mikey. Either way they need to be best friends,910,3
"Apr 16, 2024",star crossed friendship between these boys truly,790,1
"Apr 16, 2024",I really like Davina and Nico’s dynamic! we love a redhead duo ❤️,746,2
"Apr 16, 2024",Not Mikey becoming friends with the only mob boss kid in his class 😭,675,1
"Apr 16, 2024","Get in, loser. It’s pool day.",442,0
"Apr 16, 2024",There’s only room for one mafia nanny in this webtoon,405,1
"Apr 16, 2024",I think she's an overprotective mother just like a certain father...,345,1
"Apr 16, 2024","i dont think Davina niavely gave the nanny the key. i think it was on purpose. the fact that nico was right there, and also saw that interaction and didnt speak up mskes me think it was planned. and when he walks into the room he says ""you were right"". it mightve been the case they didnt have any evidence she was sus, so they gave her an opportunity to prover her innocence or guilt",319,5
"Apr 16, 2024",pls let Mickey have more pool days with Louis 🥺🥺🥺,231,1
"Apr 16, 2024",Not me staying up till 4am just to see what pool day has in store for us. Am I dump? Yup. Do i regret it? Never😌,207,0
"Apr 16, 2024",Busted almost immediately. Don’t send your incredibly unsubtle nanny to bug a mafia boss’s son! I hope Mikey and Louis can somehow still stay friends,197,1
"Apr 16, 2024",I hope the boys can still be friends. It would be so cute for the two future mob bosses to be childhood besties.,191,1
"Apr 16, 2024",I knew it was an inside job! The Don seemed pleased about it but at the same time he could’ve gotten hurt so who could it be? 🧐🤨,171,2
"Apr 23, 2024",I LITERALLY FELL TO THE FLOOR WHEN HE SAID HE WAS TEASING HER IM BEING CALLED A TWEAKER WHEN IM JUST BEING REAL!!!,61323,92
"Apr 23, 2024",DID 👏🏻 HE 👏🏻 STUTTER 👏🏻,54437,78
"Apr 23, 2024",patiently waiting for them to get together,39643,137
"Apr 23, 2024",DID HE STUTTER NO  *cutely eats her macaroni*,7988,8
"Apr 23, 2024","Took me a second read to realize Mikey ended up eating the macaroni, and happily 😂",6017,3
"Apr 23, 2024",The way she subtly pushed the macaroni towards him and then he abandoned his steak for it 😂 😭 she knows Mikey so well.,4876,1
"Apr 23, 2024",This means that Mikey and Louis are unknowingly sworn enemies because their parents are rivals 😭😭,2748,12
"Apr 23, 2024",Was Gabriel’s joke a bad attempt at flirting?!…,2437,5
"Apr 23, 2024","both chapters davina has tucked mikey into bed has been so soft and motherly. and her brushing his hair as she tucks him in. and the way mikey actually acts like a little kid being tucked in and doesnt have his normal ""grown up"" front up. it melts me heart everytime.",2029,1
"Apr 23, 2024",My coins are reserved for this and this only.,1809,4
"Apr 23, 2024",So he cornered her into confessing about the fire from her childhood but then felt guilty after he saw how talking about it affected her? He knows more than he’s letting on.,1740,4
"Apr 23, 2024","OK loving the way this plot moves along where each side gets a little more information about the other as the story progresses. I'm totally looking forward to seeing what Gabriel will do with what he learns about Davina, and what Davina will uncover next!",1363,4
"Apr 23, 2024","They already be acting like a mom and dad, now it just needs to become official 😏",1197,4
"Apr 23, 2024",Mikey drawing a little duck after he wanted an adult sized meal is so funny for some reason,934,1
"Apr 23, 2024",Actual footage of Mikey being tucked in to bed by Davina:,902,0
"Apr 23, 2024","This really is the best webtoon I’ve ever read, I wish it were all out already so I could devour it 😭",609,1
"Apr 23, 2024",He can tease!! 🤭🤭🤭,531,0
"Apr 23, 2024",who else thinks the duck is bugged? 😐,501,20
"Apr 23, 2024","He was gonna apologize 🥹😭 I don’t know that he has any malicious intent with her—if anything at all, he probably knew some things about her and knows she isn’t just there as a nanny, but I don’t think he’s intentionally manipulating her or using Mikey against her.",444,0
"Apr 23, 2024",EVERYONE. ITS CONFIRMED. MIKEY IS A TRUE ARTIST 🥺🥺 that duck drawing was the new van gough,434,0
"Apr 23, 2024",When she was trembling Gabriel looked worried😭😭,412,0
"Apr 23, 2024",Aye yo waitttt did yall peep how he was tryna clear up when he asked about the fire she lived through at dinner??? And his face when she said she lost everything??? 🥺 they’re gonna be so good together just wait omg,307,2
"Apr 23, 2024",Gabriel's smirk is just AAAAAAAAAAAAAAAAH!😍,283,1
"Apr 30, 2024",Gabriel and Davina’s proximity to each other 😭😭,39873,102
"Apr 30, 2024",Absolutely every one of my coins goes to this webtoon 🔥🔥,24287,105
"Apr 30, 2024","Fr had flashbacks to their little ✨️chat✨️ before the Mansion burned down, ah yes, memories.  Also Mr.Bunny man better not fuccing 🐓block my girl again, the audacity   Anyone else also a lil suspicious of Mikey's new duck? It was checked for listening devices but idk, seems like too good of a hiding place. more",23687,101
"Apr 30, 2024","Gabriel is sending so many mixed messages. Take my son away from this life, but first I’m gonna pull you into my schemes against the French…",6171,8
"Apr 30, 2024","Davina is (legimately) building up walls between them but dear, oh dear, do I want Gabriel to tear them down ASAP 😩... And Gabriel, SIR, stop making us drool with each panel...",3120,13
"Apr 30, 2024",Gabriel and Davina having a stare off and Val is just like “so what the play?” 💅,2842,7
"Apr 30, 2024",ok but the fact that Gabriel trust Davina enough to essentially take mikey away from him is such a big deal,2184,2
"Apr 30, 2024",I find this so interesting because at this point I’m convinced Gabriel knows her background. Maybe it’s why he thinks Davina can help Mikey be free because she is? Still it doesn’t help she’s becoming involuntarily involved in his mafia plans lol,1687,5
"Apr 30, 2024",Hopefully the second angle isn’t using Louis 😞🙏,1416,0
"Apr 30, 2024",lol Davina knowing exactly how to lose mikeys interest 🤣🤣,923,0
"Apr 30, 2024",“i want my son to be free” OMG AHJDJCBCJCKC 😭😭 gabe will literally do anything for his boy,611,0
"Apr 30, 2024",I think Gabriel might still have a chance at being saved despite what Davina might think right now ☹️ he may need a nudge and a push in the right direction or even just someone to tell him that it's not too late bc he seems to think it's too late for himself too ☹️,556,1
"Apr 30, 2024",BYE the way they get so close to each other and don't even realize it 😭😭😭,549,0
"Apr 30, 2024","Good choice Mikey, run away from maths",525,3
"Apr 30, 2024",Micky holding Nico’s hand 🥹,468,1
"Apr 30, 2024",Mikey wanting a second art apron for Louis is so pure 😭💕😂,424,1
"Apr 30, 2024",The way they’re opposites concerning literally anything but Mikey. He’s their Achilles heel 😭 and they’ll cover for each others weaknesses because of him. It’s tragic. Give me more 😮‍💨,316,1
"Apr 30, 2024",Davina and Gabriel are quarrelling like a married couple already ☺️💖✨,306,1
"Apr 30, 2024",Like what i said last chapter.. Two steps forward... Ten steps back!,224,1
"Apr 30, 2024",I don't see where the love would possibly come in he's just using her lol 😂 and he'll just keep making it harder and harder to protect Mikey,220,10
"Apr 30, 2024",I vote Mikey becoming a famous painter in his new path ✨,198,0
"Apr 30, 2024",she wanted to reach out to him!!! That man absolutely needs your protection. They need you to save them both. I think she was beginning to see how much he's reluctantly apart of this life. The meeting kind of upends that but it's still true. He doesn't want to be here either. I wonder what Val makes of this. She already thinks there's something strange about Davina. Will this make her dig? He's officially talking shop in front of her. It's a new day.,184,2
"May 07, 2024","I genuinely think that Val is a double agent of some sort. Her entire thing is not trusting Davina and she won’t let Gabriel do his job with Davina without trying to make some sort of point that Davina isn’t who she says she is. I may be way off, but her suspicion is starting to look like interrogation on behalf of another source.",51834,435
"May 07, 2024","“Money money money, must be funny in a rich man’s world” 🕺🕺🕺 (if your money is running out sing along)",38686,159
"May 07, 2024",Gabriel and Davina are now partners in crime!,26848,70
"May 07, 2024","Okay honestly, Val has good instincts. Davina DID initially go there to uncover the truth about her past… but I’m hoping if things do blow up like they eventually do that this doesn’t compromise her relationship with Mikey, she really does care for him :(",8931,17
"May 07, 2024",We really need an ex wife back story,5337,19
"May 07, 2024",If val finds out about davinas past and tells Gabriel and he’s like “I already know” I WILL FREAK TF OUT,5044,4
"May 07, 2024","It's interesting that Davina's fake surname is Bonetti(good), and her real surname is Diavolo(literally means ""devil)",3234,4
"May 07, 2024",She's protecting Mikey. That's all you need to know. 🤷‍♀️,2574,15
"May 07, 2024",I'm betting right now that two of them were friends during their childhood!,1582,6
"May 07, 2024","Just watch, Davina and Val are gonna be besties in the future🧸",1316,7
"May 07, 2024",will never get enough of gabriel teasing davina omg 😭🩷,1034,3
"May 07, 2024","Gabriel’s plan may be to somehow ruin the Don's empire, so he and Mikey can be free. Davina is here in case his plan doesn't work in full, because he's treading on dangerous ground with what he's doing and may end up being punished by his uncle. Davina should save Mikey and run in case that happens.",796,1
"May 07, 2024","The wife’s panel was so ambiguous. She could be covered in blood as a victim — or a perpetrator. Honestly, the cold, harrowing look in her eyes feels more like the latter.",569,0
"May 07, 2024",I just need some Gabe and Davina alone time 🙏,484,4
"May 07, 2024","Oh I really really hope that real trust is established between Nico, Val and Davina. There’s a friendship under all that mafia stuff. A trust network like that would be unstoppable!!",438,2
"May 07, 2024",I'm glad to know Nico and Val aren't blindly loyal and can see this is stupid on Gabriel's part. Nico can see a shadow of what Gabe is up to. I have no problem with Val having her suspicions because she's not wrong. Davina has an ulterior motive. It's not nefarious but she does have something else she's after. I think picking up on that is good. But I wonder how she'll react when she realizes the name is a plant and a dead end.,408,0
"May 07, 2024",If Val turns out to be evil I’m gonna cry,356,2
"May 08, 2024","won't it be so funny when Val goes through all this effort to prove that Davina is the heir to the diavolo line, dramatically reveals her secret, and Gabriel goes lol yeah why do you think I hired her dummy",315,1
"May 07, 2024","Davina: “Idk, I just work here”",272,0
"May 07, 2024",All my money and coins go to this 😂 it is my fav series!!!,200,1
"May 07, 2024",The look that Gabriel gives Davina 😩,192,0
"May 07, 2024","I completely get the suspicion, Davina isn’t careful at all when she is snooping. They’re all on her radar already and even now she doesn’t care to be careful and not act suspicious, they have no reason to trust her tbh.",185,0
"May 07, 2024",i always wish the episodes were a little bit longer each time!,139,1
"May 14, 2024","""No family to ask questions, or to miss her if-"" I believe sir at one point you will be eating those words.",68472,61
"May 14, 2024",I appreciate the author taking the time to make clear exactly why Gabriel hired Davina. speculating is fun but also can be frustrating if in the end it really didn't matter,46955,68
"May 14, 2024",“no one to miss her if she dies” bestie don’t YOU think you’d miss her 👀,44247,60
"May 14, 2024",I think Gabriel knows exactly who she is.,7126,9
"May 14, 2024","If Val gets her in trouble with the wizard weirdo, after being told to trust her, I fear Val may not be with us to the end of the story. 😬  edit: there's a lot of interesting commentary in these replies. just to clarify, my comment wasn't targeted at hating Val bc ""she's interfering in my ship"" or bc ""she gives pick me vibes."" it was directed to Val purposely ignoring her bosses orders to trust Davina and the plot heavily implying that Gabriel knows more about her than he's letting on.  more",4446,9
"May 14, 2024","""Especially because I can't tell you about everything""  Does he know Davina's origin story??",3345,6
"May 14, 2024",I have this feeling at some point Gabriel is going to have to ask Davina to take Mikey and disappear.,2843,0
"May 14, 2024",Um miss headmistress of ENA would sure as hell miss Davina and sure as hell seek some sweet sweet revenge if Davina were to ‘disappear’,1951,0
"May 14, 2024",Mikey seems to be denying how he really feels about his mother’s death by hiding behind his desire to be like his papa and therefore wanting to eventually become a mafia boss like his papa without fully understanding the consequences😭,1936,1
"May 14, 2024","Val I completely get your suspicion, but you cannot possibly be sure. Jumping the gun like that just because you’re mad you got told no makes you a liability.￼￼   Edit: to the person who wrote a racist reply to this about Val, you’re unwelcome. Not acceptable (I see your edit to remove the details about her race, thanks)",1113,2
"May 14, 2024",My theory: it’s Nico. He’s certain it’s not her but wants her background so he can handle her. He’s come from some other part of the family and it makes sense that it’s him or Val.,881,1
"May 14, 2024",the wizard has drip ngl,853,12
"May 14, 2024",Hmmm...Nico is...interesting to challenge his partner Val and cause a ruckus over Davina. So interesting that he'd even convince his partner to reach out to the Don's people. Why is Val doing all this work?,731,0
"May 14, 2024",Mikey: face of a toddler. Brain of a chocolatier  Edit: Damn I never got this much like ty!,563,2
"May 14, 2024",wouldn't it make sense that the person with the cyber security background/hacker be able to scrub all evidence of herself from everything?,520,0
"May 14, 2024","After the fire, it's just normal for anybody to be suspicious of the new people. So whatever anyone says, it just means that Val is loyal to Gabe.  Nico is sus. Why ask Val to use other people to check in on Davina the roundabout way. . When it's discovered that somebody put a hit on Davina, it will be blamed on Val not him.",427,1
"May 14, 2024",Nico! ugh i feel so betrayed,360,4
"May 14, 2024","Val honey yeah hi, a couple of words please like back offf",318,18
"May 14, 2024","I suspect that Gabriel knows who Davina's parent were because, maybe, just speculating he knew her before the fire. like, come on they were waring mafias. In any sort of war you do your research, you know your targets inside out. You know their strengths, their weaknesses and their child. And if Gabriel is as smart as I think he is, even if he forgot her face he would fit the timeframes together and link them to her. Mabey I'm wrong but logically thinking he probably already knows everything. 🤔",297,0
